"CODIGOINE","SUPERFICIE","ALTITUD","LONGITUD_ETRS89","LATITUD_ETRS89","EDAD_MEDIA","de0.18","de19.67","masde68","de0.12","HOMBRES","MUJERES"
"04037",19655.8011,1039,-2.26658541,37.59512473,52.97831633,168,890,510,102,792,776
"04038",14143.38,411,-2.87111055,36.82078429,43.10938284,722,2571,693,457,1973,2013
"04041",6684.4603,716,-2.60175846,36.8769393,49.93317972,41,303,90,28,241,193
"04043",8126.2027,820,-2.65861622,36.86898567,48.53555219,70,456,135,45,372,289
"04044",2307.6725,444,-2.263629,37.35887254,41.86279297,364,1413,271,236,1066,982
"04045",13395.9718,950,-2.84178852,37.17135438,47.90566038,263,1308,443,143,1007,1007
"04046",9115.8777,846,-2.85918906,36.97993167,48.84730539,119,653,230,65,531,471
"04047",8767.0204,173,-2.49279322,36.9530923,40.91965756,595,1999,443,386,1575,1462
"04048",3492.886,121,-1.9417002,37.17027055,48.08658923,416,1686,739,260,1431,1410
"04049",776.6,20,-1.82347743,37.1797194,38.96318948,1852,5873,941,1261,4465,4201
"04050",22948.7704,763,-2.53905331,37.12083904,47.05825243,143,660,227,98,546,484
"04051",1901.8613,409,-2.60994487,36.96802203,47.19161677,73,314,114,46,243,258
"04052",2092.75,69,-2.43599715,36.88406432,35.08378786,4580,11736,918,3206,8791,8443
"04053",31783.35,279,-1.943031,37.38937619,41.49616601,3752,12016,2881,2555,9254,9395
"04054",1918.8146,424,-2.63886001,36.9849617,51.34759358,32,248,94,14,202,172
"04055",3348.4996,427,-2.65979091,36.99319077,50.35348837,58,253,119,39,208,222
"04056",2171.34,860,-2.3320851,37.29604768,46.01183432,22,117,30,11,95,74
"04057",9280.8708,920,-2.88903331,36.99456726,46.97586432,232,963,338,147,762,771
"04058",2819.15,604,-2.21999131,37.29501881,50.7443038,40,248,107,24,207,188
"04059",13822.96,516,-2.06592032,37.21648353,53.87708333,154,783,503,110,704,736
"04060",12320.2811,549,-2.2011865,37.0402677,48.56842105,68,358,144,40,308,262
"04061",10059.71,900,-2.42494356,37.40081642,47.32425422,110,490,171,69,382,389
"04062",4380.1,536,-2.30432229,37.33233031,42.58644189,967,3776,833,613,2866,2710
"04063",22562.6658,1197,-2.16479793,37.7115544,49.9371118,144,795,349,81,659,629
"04064",7153.7421,140,-1.85016798,37.14008707,48.73696682,812,3970,1548,530,3115,3215
"04065",8075.8142,596,-2.64792293,37.10502345,49.98315789,45,318,112,24,240,235
"04066",59976.79,357,-2.20611069,36.96580749,36.43374948,6638,19890,2468,4843,15816,13180
"04067",3241.3093,961,-2.74552024,37.03829786,52.02076677,62,382,182,34,306,320
"04068",3360.3839,1005,-2.47387144,37.17517469,55.82198953,3,126,62,1,103,88
"04069",2351.6819,485,-2.29735506,37.3531739,41.59684685,1199,4179,838,749,3194,3022
"04070",23470.89,1022,-2.29602131,37.48360163,51.27284768,239,1385,641,149,1191,1074
"04071",2649.1784,747,-2.77409853,36.99862987,55.11926606,35,258,143,24,223,213
"04072",5252.71,543,-2.2262643,37.40605456,56.2574359,73,570,332,44,484,491
"04073",4548.0817,1201,-2.95313089,37.02162718,51.52747253,32,231,101,22,211,153
"04074",4605.6772,105,-2.44105175,36.91567505,38.53541147,895,2703,412,619,2036,1974
"04075",9459.67,194,-1.745159,37.41211031,39.15207068,1923,6117,1015,1320,4669,4386
"04076",5647.4707,551,-2.36166335,37.34731041,44.1809291,275,1073,288,144,846,790
"04077",2692.1943,405,-2.68123514,36.9953238,53.91856678,21,189,97,10,165,142
"04078",3640.4382,128,-2.46389912,36.94267969,41.54059985,253,937,177,170,684,683
"04079",5964.8732,7,-2.6150576,36.76467854,36.74724463,20919,65611,6833,14793,48180,45183
"04080",1997.2556,330,-2.60298289,37.01700109,53.53777778,12,150,63,7,111,114
"04081",3486.9229,215,-2.5313124,36.97425446,48.16783217,49,282,98,32,216,213
"04082",5024.77,1008,-2.34726177,37.20447008,55.67307692,17,193,102,8,166,146
"04083",16645.26,823,-2.50991257,37.34295293,48.40625,286,1264,530,191,1058,1022
"04084",2749.95,755,-2.39864285,37.32144567,49.37,40,270,90,25,210,190
"04085",1619.05,824,-2.38745675,37.39094721,50.20169851,51,306,114,26,236,235
"04086",24916.1217,409,-2.124113,37.09821538,47.16118555,370,1501,592,256,1296,1167
"04087",1013.35,630,-2.39014365,37.33823085,49.32432432,21,157,44,5,119,103
"04088",28037.6595,402,-2.39150625,37.04984427,43.50502854,579,2505,595,360,1893,1786
"04089",4405.97,712,-2.07770837,37.46930863,50.42073171,115,589,280,71,480,504
"04090",9461.59,1008,-2.28473564,37.22770702,51.50867052,34,214,98,24,174,172
"04091",1571.7866,285,-2.5960885,36.98374179,53.62694301,33,234,119,14,194,192
"04092",6739.12,688,-2.43885542,37.34438543,42.44204703,693,2327,595,408,1786,1829
"04093",10795.7063,51,-1.89426392,37.15286446,45.23093156,555,2066,696,374,1692,1625
"04094",3916.91,845,-2.26512269,37.0299004,52.04803493,16,154,59,11,133,96
"04095",3866.9809,627,-2.2035137,37.18525562,49.85259434,106,523,219,63,427,421
"04096",2546.7129,744,-2.36518023,37.39750865,49.76506024,29,229,74,15,171,161
"04097",6634.8811,926,-2.40192493,37.19492499,56.12955466,8,156,83,5,132,115
"04098",44130.7972,1076,-2.09608111,37.69085853,49.52919708,229,1202,487,140,998,920
"04099",28195.18,838,-2.07415558,37.64799415,46.05824951,1036,4175,1450,670,3227,3434
"04100",5813.78,101,-1.86877507,37.24675325,38.25991757,3618,10249,1661,2440,7916,7612
"04101",2062.06,71,-2.42781271,36.88906423,37.07421738,1249,3941,496,891,2911,2775
"04102",6433.9546,279,-2.64392746,36.83084658,36.12604875,5758,17580,1811,4003,13388,11761
"04103",7161.26,239,-2.03993235,37.34234106,51.15363226,355,1683,839,230,1437,1440
"04901",8535.4083,689,-2.71216116,37.13516947,52.42307692,46,394,158,28,320,278
"04902",22557.66,81,-2.81490838,36.77576137,36.49717354,20034,61440,6622,14087,46719,41377
"04903",2386.6756,40,-2.68308803,36.75456705,35.92371229,2030,6071,616,1392,4816,3901
"04904",3160.34,6,-2.90884074,36.74594326,38.46070092,594,2067,278,389,1532,1407
"05001",3141.7781,910,-4.60377542,40.94423557,53.34123223,15,134,62,1,117,94
"05002",5867.4353,624,-4.63746033,40.30136381,43.97173829,477,1674,432,307,1328,1255
"05005",1709.9669,911,-4.88627099,40.83545261,52.23115578,21,120,58,10,106,93
"05007",848.2739,1162,-5.41959204,40.38196006,59.675,8,55,57,5,62,58
"05008",2424.6149,859,-4.81751947,41.04920154,52.6627451,25,153,77,16,127,128
"05010",1714.9413,1068,-5.40842904,40.40948687,56.75,14,88,70,10,88,84
"05012",1501.6021,1163,-5.06123239,40.57148196,57.20863309,13,67,59,9,69,70
"05013",2707.8429,888,-5.08685361,40.26521196,54.60843373,89,551,356,54,505,491
"05014",19461.7265,507,-5.0911461,40.20868842,47.76113484,950,4169,1437,613,3182,3374
"05015",1496.6675,1130,-5.37199751,40.58706309,62.34615385,3,38,37,2,38,40
"05016",4571.172,820,-4.71892472,41.06550483,43.18152591,1486,5299,1302,938,3932,4155
"05017",1284.1462,1002,-4.83760071,40.78314581,60.38554217,0,50,33,0,46,37
"05018",1023.2802,1353,-5.38806013,40.38865969,54.4137931,2,20,7,1,17,12
"05019",23070.44,1131,-4.69771277,40.65586958,43.65779291,10389,37878,9882,6895,27784,30365
"05021",1268.3759,1004,-5.52704093,40.35576349,47.5316092,386,1483,567,238,1175,1261
"05022",15390.0813,1008,-4.64114216,40.47607893,49.52704136,241,1154,491,143,975,911
"05023",2003.2541,800,-4.93135736,41.06568002,56.04918033,11,105,67,4,101,82
"05024",3220.3196,1097,-5.63456079,40.40515651,65.30593607,5,105,109,3,116,103
"05025",1986.1379,1062,-5.33091124,40.53862676,58.91578947,3,57,35,2,52,43
"05026",1730.6392,807,-4.97072941,41.04621476,60.22330097,8,101,97,3,109,97
"05027",1669.2759,946,-4.76116873,40.80356051,51.81790123,42,186,96,28,167,157
"05029",1978.107,865,-4.94334789,40.97602472,60.54545455,7,62,52,4,70,51
"05030",900.7877,1092,-4.5922361,40.69953051,53.56410256,4,21,14,4,19,20
"05033",3960.3496,948,-5.08872691,40.8016527,53.65326633,23,111,65,13,105,94
"05034",1298.773,786,-4.98988245,41.12387142,62.07142857,0,10,4,0,8,6
"05035",2295.0394,902,-4.63734676,40.87824933,58.24528302,5,60,41,3,49,57
"05036",2208.9284,883,-4.72983798,40.91626371,57.5,5,74,47,2,64,62
"05037",7386.53,1139,-5.44265278,40.31665496,61.24904215,18,121,122,9,144,117
"05038",5505.5706,1077,-5.26499051,40.53083069,61.39516129,7,65,52,4,73,51
"05039",1834.8923,994,-4.93950653,40.78034277,69.68085106,0,21,26,0,29,18
"05040",3075.9053,1169,-4.86504123,40.72400997,67.5,0,32,36,0,44,24
"05041",5533.6245,847,-4.78592781,40.41614328,49.94285714,158,724,343,112,634,591
"05042",1180.3764,900,-4.84057883,40.94315804,57.56329114,10,85,63,7,79,79
"05043",1796.5859,843,-4.95481242,41.00123218,62.57831325,0,45,38,0,45,38
"05044",11006.7223,1048,-5.21188659,40.71627838,60.37162162,26,130,140,13,165,131
"05045",1917.2197,884,-4.80129441,40.90118972,56.40425532,3,56,35,2,50,44
"05046",667.118,857,-4.90117313,41.00396705,48.87755102,7,28,14,5,27,22
"05047",21391.1495,429,-5.23914852,40.15248281,47.99660136,724,3100,1178,475,2543,2459
"05048",1437.4055,875,-4.95618555,40.95192842,63.13913043,4,58,53,0,64,51
"05049",4050.1297,1105,-4.74363401,40.74228434,53.60681818,38,280,122,16,233,207
"05051",1416.2705,1048,-5.55514674,40.34733577,56.22826087,14,96,74,7,102,82
"05052",2214.0675,1174,-5.19835696,40.52856873,60.98989899,1,54,44,0,52,47
"05053",1836.12,1310,-4.82825364,40.66685716,70.03571429,1,31,52,1,44,40
"05054",3924.5582,538,-4.7658077,40.27929676,48.29836512,209,923,336,138,761,707
"05055",1196.1826,1012,-4.57233428,40.32320357,54.62615385,64,361,225,31,348,302
"05056",1269.7958,783,-4.90890242,41.08471768,58.64210526,2,59,34,2,51,44
"05057",13747.0999,755,-4.46439928,40.45477868,47.71096774,506,1815,779,328,1599,1501
"05058",3139.541,1504,-5.04919741,40.45915722,58.9,4,47,29,3,44,36
"05059",1417.2286,1211,-4.97799497,40.70436552,61.86111111,1,58,49,0,64,44
"05060",2031.0446,853,-5.01322747,40.96529531,62.99090909,6,58,46,3,57,53
"05061",1080,1130,-4.76650196,40.64673944,42.19207317,69,203,56,46,170,158
"05062",1843.8449,917,-4.93002136,40.8877304,58.67955801,11,101,69,1,95,86
"05063",484.1141,1166,-5.35355748,40.55448986,66.51428571,1,13,21,1,21,14
"05064",2684.6059,890,-4.87406351,40.93842104,55.6146789,5,67,37,2,65,44
"05065",3192.3105,923,-4.96994627,40.87320139,51.21899225,49,332,135,37,281,235
"05066",1917.2663,842,-5.00939452,40.29420346,52.13414634,47,307,138,30,269,223
"05067",1545.3727,1197,-4.95811175,40.70161495,56.29268293,4,49,29,2,48,34
"05069",1474.787,883,-4.84498084,40.96004917,54.93670886,3,52,24,0,46,33
"05070",1147.87,868,-4.80472375,41.08863948,58.33333333,1,25,10,1,19,17
"05072",1940.3251,858,-4.65097435,41.00911924,48.9375,14,56,26,12,53,43
"05073",4304.3634,895,-5.07809713,40.93420293,55.61682243,20,196,105,13,177,144
"05074",3641.6615,884,-4.96743565,40.9302718,52.87002653,66,455,233,43,392,362
"05075",2453,622,-4.62111813,40.2319559,61.12598425,13,55,59,9,55,72
"05076",1311.49,1074,-4.75728726,40.6141894,45.05862647,101,380,116,72,308,289
"05077",981.2738,876,-4.90922087,40.97751384,57.34705882,13,90,67,5,92,78
"05078",2000.6524,822,-4.89800749,41.01754859,59.38888889,1,74,33,1,58,50
"05079",2046.9425,1255,-4.90142455,40.70564361,59.66153846,1,42,22,0,38,27
"05080",4326.5759,1174,-5.10967937,40.71158995,67.85416667,0,20,28,0,22,26
"05081",1819.1375,1463,-5.10523822,40.44970815,61.58536585,3,17,21,2,29,12
"05082",2915.9214,678,-4.85383975,40.27685672,53.64381271,77,314,207,47,316,282
"05083",1718.5573,1103,-4.78230282,40.59292508,57.1242236,12,86,63,10,84,77
"05084",1513.1145,1062,-5.60883757,40.4142884,68.71428571,2,27,41,1,41,29
"05085",1545.3536,1144,-5.59614999,40.29722194,55.33333333,5,18,16,5,18,21
"05086",1905.3162,948,-5.12294363,40.87731373,62.91025641,0,43,35,0,48,30
"05087",1063.439,930,-4.73909452,40.82713572,54.0310559,11,112,38,6,56,105
"05088",1159.1614,1005,-4.95877717,40.75500242,52.48387097,1,21,9,1,15,16
"05089",3832.7785,760,-5.14011248,40.22196303,55.71209213,45,298,178,18,258,263
"05090",2215.3496,885,-4.63649134,40.98269875,57.54545455,2,45,30,2,37,40
"05092",1937.8988,900,-4.73033726,40.85748892,52.16470588,14,109,47,9,95,75
"05093",4839.5285,924,-4.56022994,40.56531144,47.69791667,78,286,116,48,272,208
"05094",2153.1609,1009,-5.03849366,40.80253351,59.45522388,7,70,57,5,73,61
"05095",3502,634,-4.60112267,40.23788276,54.03914591,20,180,81,13,153,128
"05096",1250.2646,1179,-4.97266473,40.5338715,56.56790123,7,47,27,4,48,33
"05097",4652.1368,1033,-5.46643139,40.43530535,57.724,37,259,204,25,255,245
"05099",4732.1222,820,-5.09061991,41.06488191,53.67043315,44,313,174,24,300,231
"05100",2327.0929,748,-5.10365524,40.2499538,57.87197232,20,156,113,9,153,136
"05101",5230,1348,-4.97560667,40.39950776,57.59075908,14,177,112,5,174,129
"05102",8051.3528,850,-4.4227064,40.50212632,46.49187726,349,1390,477,241,1146,1070
"05103",1721.8833,1038,-5.40982245,40.46235174,63.74647887,1,35,35,1,37,34
"05104",988.2768,1474,-5.19937502,40.35870192,62.33333333,2,18,16,1,21,15
"05105",5291.6497,1484,-5.17905228,40.36204127,50.8,42,246,92,19,209,171
"05106",1186.9264,1534,-5.06690238,40.3934329,63.22580645,0,18,13,0,15,16
"05107",1861.1255,1170,-5.1109785,40.69275778,67.73684211,1,24,32,0,34,23
"05108",1501.7018,994,-5.55741457,40.41102429,68.80952381,0,17,25,0,22,20
"05109",2445.215,865,-4.8591111,41.00755363,48.37373737,55,336,104,26,259,236
"05110",3367.1594,448,-4.93695407,40.20367903,50.32093023,101,529,230,57,443,417
"05112",1953.9267,1009,-5.53901427,40.39240577,53.99074074,12,56,40,9,55,53
"05113",1746.1207,1053,-5.49867436,40.32831194,63.31428571,2,33,35,2,31,39
"05114",10680.1756,809,-4.9983297,41.08975855,50.71243169,147,938,379,79,746,718
"05115",6534.1696,1024,-4.5098191,40.8110326,53.86333333,46,359,195,27,308,292
"05116",1906.8448,1019,-5.35099316,40.52069073,64.92523364,5,45,57,4,54,53
"05117",2403.6542,819,-5.00984865,41.01919223,53.61428571,13,135,62,11,118,92
"05118",1758.5489,934,-5.14830175,40.79092914,57.97435897,8,36,34,4,44,34
"05119",1701.1551,1276,-5.07741359,40.66562271,72.92857143,0,9,19,0,17,11
"05120",639.3937,1203,-4.82937834,40.71276225,59.78787879,2,19,12,0,22,11
"05121",2279.237,1230,-4.78179568,40.67393415,45.16612378,46,204,57,27,160,147
"05122",1806.4725,1094,-5.34692026,40.63081246,63.41860465,1,68,60,0,66,63
"05123",1837.6003,1109,-4.56260008,40.70062006,50.95145631,8,74,21,3,51,52
"05124",2287.7706,1066,-5.61826337,40.43974687,68.56862745,4,37,61,4,44,58
"05125",1174.6574,1312,-4.99909673,40.50080697,50.42857143,6,41,16,5,32,31
"05126",1028.5809,1018,-5.3015071,40.50157206,66.390625,0,32,32,0,37,27
"05127",4696.2555,848,-4.83846916,40.29776767,53.88858696,79,405,252,58,401,335
"05128",3068.9775,1032,-4.6651746,40.75102765,51.5786802,38,243,113,20,206,188
"05129",3107.5713,1258,-5.40518728,40.53167299,66.03937008,1,61,65,1,77,50
"05130",1523.2142,1122,-4.82534856,40.55495884,55.94623656,8,53,32,4,50,43
"05131",3120.5415,1110,-5.09371737,40.73749901,65.56122449,0,46,52,0,55,43
"05132",4991.5535,635,-5.01788793,40.26016615,53.87476636,120,586,364,70,556,514
"05133",1769.9191,1002,-4.78130421,40.76920147,59.83098592,5,37,29,2,36,35
"05134",1492.7573,783,-4.95709677,41.10730121,52.60784314,3,35,13,2,31,20
"05135",3361.3894,1169,-5.01464764,40.59096044,53.5122549,29,273,106,15,216,192
"05136",1327.5774,1088,-5.02790731,40.70662475,51.85046729,15,55,37,12,53,54
"05138",1877.1219,1128,-4.90139731,40.60386238,51.69970845,38,206,99,21,175,168
"05139",1616.0801,941,-4.92142682,40.82157685,62.16129032,1,33,28,1,34,28
"05140",1008.8593,895,-4.88046515,40.8595712,46.72868217,19,82,28,14,71,58
"05141",601.9016,1118,-4.82058269,40.63359439,55.01886792,11,56,39,5,62,44
"05142",1971.61,905,-5.03504576,40.92197306,58.58823529,3,64,35,1,46,56
"05143",1994.4108,1152,-5.04068939,40.54269682,62.01587302,1,37,25,0,32,31
"05144",2934.6582,1116,-5.46669469,40.56705525,62,3,40,35,3,42,36
"05145",1740.6824,1378,-4.96587472,40.66491971,60.09433962,0,36,17,0,30,23
"05147",3360.5785,956,-5.0596323,40.85896048,56.08433735,9,101,56,3,92,74
"05148",1037.3185,1150,-4.98967711,40.5406329,62.26086957,1,13,9,1,11,12
"05149",943.8255,899,-4.86950561,40.87487342,60.92523364,5,53,49,1,61,46
"05151",2950.1637,1255,-5.1843499,40.4858388,58.29591837,7,50,41,4,52,46
"05152",5826.4192,864,-4.7763084,40.97853053,51.15637319,77,488,196,38,402,359
"05153",2937.2428,1143,-5.54153356,40.29330109,67.60824742,1,38,58,1,52,45
"05154",1985.3438,1520,-5.08356359,40.42559007,62.44736842,0,24,14,0,27,11
"05155",3531.2043,1211,-5.27677503,40.47160594,54.50909091,6,31,18,3,34,21
"05156",2206.6498,740,-4.49364928,40.32528223,47.375,54,195,71,28,181,139
"05157",5003,1238,-4.93221308,40.43997747,60.07407407,9,131,103,7,127,116
"05158",4335.3267,1042,-4.7632382,40.45986732,61.59117647,22,163,155,20,180,160
"05159",9075.1016,1185,-5.49815864,40.27760913,66.11857708,8,93,152,7,126,127
"05160",2999.8843,1304,-4.93118074,40.40182635,59.92944785,13,172,141,9,182,144
"05161",4982.7979,1284,-4.4091325,40.59448598,47.9006135,118,524,173,83,418,397
"05162",6096.12,1301,-5.30007964,40.35287936,58.75555556,6,50,34,4,47,43
"05163",7352.9972,763,-4.70814773,40.41273328,51.93112513,207,1153,542,132,933,969
"05164",920,1509,-4.9087644,40.42502608,73.42857143,0,6,15,0,9,12
"05165",7881.1764,1523,-5.13611924,40.36211331,49.5010989,52,298,105,39,222,233
"05166",2026.9814,1132,-4.82124612,40.45356275,61.26630435,13,80,91,5,99,85
"05167",3999.368,1129,-4.89511844,40.36422772,54.96140351,19,181,85,8,154,131
"05168",9793.3893,1296,-4.32600955,40.60304637,41.48332369,1138,3209,840,796,2635,2552
"05169",2008.5562,1262,-4.86979955,40.41539353,59.9055794,16,115,102,10,129,104
"05170",1107.9833,1043,-5.53085021,40.33578195,63.24074074,4,21,29,0,27,27
"05171",789.1372,1164,-5.65100832,40.42461504,66.04225352,0,31,40,0,35,36
"05172",1128.1793,1088,-4.83946125,40.58858781,51.64361702,13,124,51,10,103,85
"05173",4313.0356,1225,-4.51642844,40.70646053,56.21666667,2,39,19,1,37,23
"05174",1438.8495,865,-4.64724662,40.99838127,57.80263158,8,37,31,4,41,35
"05175",1848.8088,893,-4.77127014,40.84284248,60.45977011,7,89,78,4,100,74
"05176",3699.0254,1103,-4.84478522,40.62193213,51.33085502,34,164,71,23,146,123
"05177",2323.7594,878,-4.64035589,40.92369651,55.22941176,11,102,57,9,90,80
"05178",5298.5333,818,-4.7849894,41.11785196,51.67307692,41,245,130,29,217,199
"05179",2100.4559,889,-4.83148368,40.87015084,54.77966102,30,119,87,16,117,119
"05180",1088.7095,1049,-4.99028495,40.79782671,64.72,2,40,33,0,40,35
"05181",1614.2258,1069,-5.27726468,40.6553393,61.06976744,0,24,19,0,27,16
"05182",6900.89,801,-4.91435677,40.24318819,57.78424658,72,442,362,49,463,413
"05183",1407.8845,876,-4.78531524,40.93652348,58.19594595,10,74,64,5,78,70
"05184",8700.7218,1351,-4.23331613,40.62652248,52.78571429,29,172,79,21,151,129
"05185",2352.3484,1073,-4.74734866,40.77199055,52.81651376,13,61,35,6,59,50
"05186",2866.8134,1060,-5.32791926,40.46377754,51.10093253,234,1071,518,137,865,958
"05187",5525.0092,717,-4.69830037,40.31768435,47.22137767,314,1337,454,186,1060,1045
"05188",651.3811,1201,-5.07967686,40.56628666,68.53191489,2,13,32,1,30,17
"05189",337.8642,548,-5.16544718,40.1724327,52.66410749,55,311,155,30,280,241
"05190",1106.7442,915,-4.66945582,40.80000542,55.7,1,29,20,1,31,19
"05191",1129.0281,1178,-5.07194337,40.54877889,54.84090909,13,68,51,8,69,63
"05192",4327.8801,1168,-5.62943843,40.28982213,55.13157895,9,70,35,6,69,45
"05193",4066.4687,832,-5.0749183,41.02309217,61.36597938,6,103,85,3,113,81
"05194",1977.4032,906,-4.80605215,40.83337644,53.79470199,10,100,41,6,85,66
"05195",6553.4351,1182,-4.7779986,40.54728355,61.1838565,5,125,93,3,132,91
"05196",2438.4128,901,-4.98775612,40.90129693,49.3220339,6,43,10,2,26,33
"05197",755.0062,1084,-4.81089062,40.6114066,52.46078431,7,60,35,7,54,48
"05198",2038.3672,951,-5.09616762,40.87683079,61.96,3,36,36,1,37,38
"05199",1649.0265,1114,-5.66269263,40.40828588,59.02439024,4,18,19,3,23,18
